from_stop_I,to_stop_I,label,d,n_vehicles
340,338,"[0, 0, 0, 1, 0]",279.0,67.0
341,323,"[0, 0, 0, 1, 0]",305.0,82.0
342,322,"[0, 0, 0, 1, 0]",876.0,46.0
342,1130,"[0, 0, 0, 1, 0]",2562.0,74.0
343,353,"[0, 0, 0, 1, 0]",320.0,145.0
344,75,"[0, 0, 0, 1, 0]",417.0,348.0
345,114,"[0, 0, 0, 1, 0]",504.0,266.0
346,348,"[0, 0, 0, 1, 0]",373.0,69.0
347,340,"[0, 0, 0, 1, 0]",343.0,67.0
347,382,"[0, 0, 0, 1, 0]",124.0,2.0
348,350,"[0, 0, 0, 1, 0]",383.0,69.0
349,347,"[0, 0, 0, 1, 0]",315.0,69.0
350,384,"[0, 0, 0, 1, 0]",371.0,2.0
350,385,"[0, 0, 0, 1, 0]",173.0,67.0
351,349,"[0, 0, 0, 1, 0]",386.0,69.0
352,346,"[0, 0, 0, 1, 0]",329.0,2.0
353,235,"[0, 0, 0, 1, 0]",466.0,98.0
353,379,"[0, 0, 0, 1, 0]",553.0,49.0
354,356,"[0, 0, 0, 1, 0]",257.0,142.0
355,343,"[0, 0, 0, 1, 0]",184.0,1.0
356,358,"[0, 0, 0, 1, 0]",249.0,36.0
357,343,"[0, 0, 0, 1, 0]",439.0,34.0
357,355,"[0, 0, 0, 1, 0]",263.0,1.0
358,342,"[0, 0, 0, 1, 0]",259.0,36.0
359,378,"[0, 0, 0, 1, 0]",237.0,45.0
360,295,"[0, 0, 0, 1, 0]",350.0,49.0
361,390,"[0, 0, 0, 1, 0]",361.0,71.0
362,370,"[0, 0, 0, 1, 0]",747.0,43.0
363,369,"[0, 0, 0, 1, 0]",321.0,43.0
364,391,"[0, 0, 0, 1, 0]",316.0,70.0
365,367,"[0, 0, 0, 1, 0]",223.0,69.0
366,364,"[0, 0, 0, 1, 0]",251.0,70.0
367,375,"[0, 0, 0, 1, 0]",311.0,67.0
367,433,"[0, 0, 0, 1, 0]",294.0,2.0
368,362,"[0, 0, 0, 1, 0]",343.0,43.0
369,374,"[0, 0, 0, 1, 0]",237.0,2.0
369,375,"[0, 0, 0, 1, 0]",237.0,41.0
370,372,"[0, 0, 0, 1, 0]",547.0,43.0
